Area,Annual_Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Content,Crop,Season,State,Yield
78.07925452714055,1274.3302843036765,6.837498258560773,37.99548484724052,51.33240027692804,63.38211944807284,1.1429006806487334,Cotton,Kharif,Uttar Pradesh,3.466368248341234
93.88599454706714,201.4017785138258,8.476634677873653,131.14667173298898,65.04878444394528,20.918619678563264,0.6037809126863709,Maize,Rabi,Maharashtra,6.0237361618325345
38.554968131082695,1969.8155944522186,6.90028867974394,174.7892732125377,71.22767847290018,78.5649027560406,0.5596923252193994,Rice,Summer,Uttar Pradesh,9.102353386229618
30.809070032750384,375.8098052114909,7.55269907953647,99.22744887312824,20.983441136030095,84.37299831446512,0.6547483450184828,Barley,Rabi,Haryana,4.014912643326052
31.51525207089639,1136.1224381200595,7.1401308380298385,53.27380199459487,97.26261649881027,120.76726703694489,4.727745237038851,Cotton,Rabi,Maharashtra,3.8420341196585794
5.000115246598537,785.5945953738758,6.666031869068446,68.84282571930126,84.58637582367363,66.3779324701666,1.7642052935932133,Barley,Summer,Maharashtra,4.148259616994371
7.917789046137197,1976.396485880931,7.8167343078899725,55.76882267615103,10.496990541124216,126.00998569912844,3.680858047314277,Wheat,Kharif,Karnataka,5.240266128092221
92.66693741207823,1371.9386459035,8.244879026631342,173.00694400216386,50.45056067243831,32.403315143753474,2.1686821348921987,Wheat,Summer,Karnataka,5.360137459417773
63.93696839984371,1796.9829366373879,6.916644775485848,41.526964268894304,74.19203085006956,118.90205632019666,3.025747389062733,Maize,Summer,Maharashtra,7.041772524465047
3.029203111037471,394.204568587948,5.594287557060203,134.55387402748048,38.2920382968694,86.11418985141135,4.584049132667419,Sugarcane,Kharif,Haryana,72.81588152273696
20.704591861109556,1897.136427004366,7.296596399465608,145.0612879471468,89.2421055113732,101.16602625739313,1.830351586269713,Maize,Summer,Uttar Pradesh,5.318583849280701
32.77232959002476,419.75831846121207,6.568893514230925,183.22911947823573,34.49190244461718,104.1997156703771,0.5023416964789211,Cotton,Rabi,Uttar Pradesh,3.4730342247615873
42.03239481330351,599.7940588473144,5.859596102001048,80.77073085265303,94.86187335212672,62.01638116269818,2.8345577978451475,Sugarcane,Summer,Uttar Pradesh,94.9995320544261
25.764583686467297,644.3769131094821,7.588912818519365,148.20870618639955,23.32782369580599,149.70626305636245,1.7005145642387824,Wheat,Rabi,Punjab,6.695978116470109
34.83458917865496,1341.8324204624548,7.542116354664301,115.56822499708456,50.30048481157825,91.87610157927263,3.167135257457271,Cotton,Rabi,Karnataka,2.4708543897090918
63.41443014406116,1340.3534793696106,7.107324052224275,36.2521586097935,85.17722460303142,61.70140844632566,1.339333296799344,Sugarcane,Kharif,Karnataka,67.68197458913401
2.150488978321687,1121.7675049387058,6.179487325593814,136.13110227370098,25.69297861044923,109.82190595332057,2.2403090583524183,Cotton,Summer,Maharashtra,4.1018923917873
73.65400386445683,576.3289173278847,7.124343921482698,145.24119188211478,30.56950196175697,42.7441405224717,4.91975754498246,Wheat,Summer,Maharashtra,6.050668274684605
9.763725396686972,1814.988364315988,8.201254171489992,133.95826230918823,40.51268119438306,65.39724469964591,3.766800554916077,Wheat,Rabi,Punjab,5.899422989137964
8.871926517007358,490.93168537030476,8.195662565581237,129.15723073872618,10.827734645496669,33.191300572584176,3.485757960986251,Barley,Kharif,Maharashtra,2.9661538069478133
69.34357217042297,1373.530267104681,6.17280792838168,148.19225984255647,31.352417874712007,62.3019607607048,3.8592113230311087,Barley,Rabi,Haryana,4.157321597439253
54.48275294021248,1115.865338309768,7.408997854557686,65.08312734900514,63.08837628044895,147.25607157575118,2.690339688317548,Sugarcane,Kharif,Punjab,103.37657499339036
